x,y,z,var.x,var.y 
142.400000,0.100000,142.400000,9.993841,0.000356 
142.500000,0.100000,142.500000,9.989574,0.000597 
142.600000,0.100000,142.600000,9.982622,0.000985 
142.700000,0.100000,142.700000,9.971496,0.001597 
142.800000,0.100000,142.800000,9.954012,0.002544 
142.900000,0.100000,142.900000,9.927056,0.003981 
143.000000,0.100000,143.000000,9.886319,0.006109 
143.100000,0.100000,143.100000,9.826033,0.009190 
143.200000,0.100000,143.200000,9.738773,0.013537 
143.300000,0.100000,143.300000,9.615395,0.019503 
143.400000,0.100000,143.400000,9.445218,0.027445 
143.500000,0.100000,143.500000,9.216615,0.037673 
143.600000,0.100000,143.600000,8.918158,0.050357 
143.700000,0.100000,143.700000,8.540412,0.065410 
143.800000,0.100000,143.800000,8.078344,0.082353 
143.900000,0.100000,143.900000,7.534252,0.100186 
144.000000,0.100000,144.000000,6.920738,0.117300 
144.100000,0.100000,144.100000,6.262936,0.131487 
144.200000,0.100000,144.200000,5.599018,0.140120 
144.300000,0.100000,144.300000,4.977871,0.140537 
144.400000,0.100000,144.400000,4.453313,0.130623 
144.500000,0.100000,144.500000,4.075261,0.109509 
144.600000,0.100000,144.600000,3.880063,0.078140 
144.700000,0.100000,144.700000,3.880753,0.039377 
144.800000,0.100000,144.800000,4.058838,-0.001741 
144.900000,0.100000,144.900000,4.365514,-0.039042 
145.000000,0.100000,145.000000,4.724178,-0.065781 
145.100000,0.100000,145.100000,5.068026,-0.076081 
145.200000,0.100000,145.200000,5.331968,-0.071082 
145.300000,0.100000,145.300000,5.450228,-0.055345 
145.400000,0.100000,145.400000,5.425383,-0.030914 
145.500000,0.100000,145.500000,5.310252,-0.002289 
145.600000,0.100000,145.600000,5.160728,0.022730 
145.700000,0.100000,145.700000,5.017862,0.037593 
145.800000,0.100000,145.800000,4.902447,0.039459 
145.900000,0.100000,145.900000,4.836088,0.030116 
146.000000,0.100000,146.000000,4.833382,0.014908 
146.100000,0.100000,146.100000,4.875145,-0.000188 
146.200000,0.100000,146.200000,4.934990,-0.010915 
146.300000,0.100000,146.300000,4.992028,-0.015486 
146.400000,0.100000,146.400000,5.033941,-0.014547 
146.500000,0.100000,146.500000,5.055512,-0.010155 
146.600000,0.100000,146.600000,5.056248,-0.004560 
146.700000,0.100000,146.700000,5.039922,0.000547 
146.800000,0.100000,146.800000,5.015064,0.004134 
146.900000,0.100000,146.900000,4.993242,0.005646 
147.000000,0.100000,147.000000,4.983870,0.004975 
147.100000,0.100000,147.100000,4.988645,0.002641 
147.200000,0.100000,147.200000,5.000696,-0.000181 
147.300000,0.100000,147.300000,5.010260,-0.002139 
147.400000,0.100000,147.400000,5.012474,-0.002483 
147.500000,0.100000,147.500000,5.010243,-0.001529 
147.600000,0.100000,147.600000,5.009596,-0.000314 
147.700000,0.100000,147.700000,5.012602,0.000299 
147.800000,0.100000,147.800000,5.015527,0.000252 
147.900000,0.100000,147.900000,5.014023,0.000087 
148.000000,0.100000,148.000000,5.008962,0.000205 
148.100000,0.100000,148.100000,5.005717,0.000434 
148.200000,0.100000,148.200000,5.007711,0.000362 
148.300000,0.100000,148.300000,5.012245,-0.000057 
148.400000,0.100000,148.400000,5.013923,-0.000406 
148.500000,0.100000,148.500000,5.011319,-0.000322 
148.600000,0.100000,148.600000,5.008315,0.000052 
148.700000,0.100000,148.700000,5.008602,0.000267 
148.800000,0.100000,148.800000,5.011018,0.000139 
148.900000,0.100000,148.900000,5.011820,-0.000073 
149.000000,0.100000,149.000000,5.010024,-0.000076 
149.100000,0.100000,149.100000,5.008262,0.000071 
149.200000,0.100000,149.200000,5.008698,0.000124 
149.300000,0.100000,149.300000,5.010175,0.000028 
149.400000,0.100000,149.400000,5.010218,-0.000052 
149.500000,0.100000,149.500000,5.009000,-0.000021 
149.600000,0.100000,149.600000,5.007490,0.000064 
149.700000,0.100000,149.700000,5.010848,0.000063 
149.800000,0.100000,149.800000,5.004031,0.000027 
149.900000,0.100000,149.900000,5.017404,-0.000014 
150.000000,0.100000,150.000000,4.999939,-0.000005 
150.100000,0.100000,150.100000,5.012664,0.000045 
150.200000,0.100000,150.200000,5.006750,0.000075 
150.300000,0.100000,150.300000,5.009658,0.000005 
150.400000,0.100000,150.400000,5.006759,-0.000051 
150.500000,0.100000,150.500000,5.007233,-0.000021 
150.600000,0.100000,150.600000,5.008358,0.000082 
150.700000,0.100000,150.700000,5.009196,0.000092 
150.800000,0.100000,150.800000,5.007717,-0.000028 
150.900000,0.100000,150.900000,5.005951,-0.000092 
151.000000,0.100000,151.000000,5.006461,0.000046 
